RSL,Age,Age_er_average,RSL_er_average,RSL_er_max,RSL_er_min,Age_er_max,Age_er_min,SiteName,Region,RegionSite,Longitude,Latitude
-0.92,0.933,0.0225,0.16,0.16,0.16,0.0225,0.0225,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-0.97,0.921,0.023,0.16,0.16,0.16,0.023,0.023,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1,0.908,0.0225,0.16,0.16,0.16,0.0225,0.0225,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1,0.896,0.022,0.16,0.16,0.16,0.022,0.022,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.04,0.884,0.022,0.16,0.16,0.16,0.022,0.022,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.01,0.874,0.0225,0.16,0.16,0.16,0.0225,0.0225,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.05,0.865,0.023,0.16,0.16,0.16,0.023,0.023,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-0.98,0.856,0.024,0.16,0.16,0.16,0.024,0.024,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.02,0.847,0.025,0.16,0.16,0.16,0.025,0.025,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1,0.838,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.1,0.828,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.02,0.819,0.027,0.16,0.16,0.16,0.027,0.027,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.04,0.809,0.027,0.16,0.16,0.16,0.027,0.027,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.02,0.799,0.027,0.16,0.16,0.16,0.027,0.027,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.02,0.79,0.0275,0.16,0.16,0.16,0.0275,0.0275,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.02,0.78,0.027,0.16,0.16,0.16,0.027,0.027,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.04,0.77,0.027,0.16,0.16,0.16,0.027,0.027,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.05,0.76,0.0265,0.16,0.16,0.16,0.0265,0.0265,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.04,0.75,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.07,0.74,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.07,0.73,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.08,0.72,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.16,0.7,0.0265,0.16,0.16,0.16,0.0265,0.0265,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.19,0.69,0.026,0.16,0.16,0.16,0.026,0.026,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.21,0.677,0.027,0.16,0.16,0.16,0.027,0.027,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.27,0.661,0.029,0.16,0.16,0.16,0.029,0.029,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.25,0.644,0.031,0.16,0.16,0.16,0.031,0.031,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.29,0.627,0.0325,0.16,0.16,0.16,0.0325,0.0325,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.3,0.61,0.034,0.16,0.16,0.16,0.034,0.034,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.27,0.594,0.0355,0.16,0.16,0.16,0.0355,0.0355,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.3,0.577,0.035,0.16,0.16,0.16,0.035,0.035,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.33,0.56,0.035,0.16,0.16,0.16,0.035,0.035,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.33,0.544,0.0355,0.16,0.16,0.16,0.0355,0.0355,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.34,0.529,0.036,0.15,0.15,0.15,0.036,0.036,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.34,0.514,0.037,0.15,0.15,0.15,0.037,0.037,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.5,0.5,0.038,0.16,0.16,0.16,0.038,0.038,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.55,0.486,0.039,0.16,0.16,0.16,0.039,0.039,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-1.46,0.473,0.0405,0.16,0.16,0.16,0.0405,0.0405,Quebec,Quebec,"Saint-Simeon,
 Quebec",-65.545,48.067
-0.06,2.004,5e-4,0.06,0.06,0.06,5e-4,5e-4,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.08,1.993,0.00175,0.06,0.06,0.06,0.002,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.08,1.991,0.00125,0.06,0.06,0.06,0.0015,0.001,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.1,1.988,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.11,1.984,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.12,1.981,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.13,1.978,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.14,1.975,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.14,1.973,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.16,1.971,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.17,1.968,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.19,1.966,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.18,1.964,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.17,1.962,0.0015,0.06,0.06,0.06,0.0015,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.21,1.961,0.00225,0.06,0.06,0.06,0.003,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.21,1.959,0.002,0.06,0.06,0.06,0.0025,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.22,1.958,0.002,0.06,0.06,0.06,0.0025,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.23,1.957,0.002,0.06,0.06,0.06,0.0025,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.22,1.956,0.00175,0.06,0.06,0.06,0.0025,0.001,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.19,1.955,0.002,0.06,0.06,0.06,0.003,0.001,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.24,1.951,0.0025,0.06,0.06,0.06,0.0035,0.0015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.27,1.944,0.0035,0.06,0.06,0.06,0.0035,0.0035,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.28,1.939,0.00325,0.06,0.06,0.06,0.003,0.0035,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.28,1.935,0.00325,0.06,0.06,0.06,0.003,0.0035,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.29,1.931,0.0035,0.06,0.06,0.06,0.0035,0.0035,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.3,1.927,0.0035,0.06,0.06,0.06,0.0035,0.0035,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.32,1.922,0.00375,0.06,0.06,0.06,0.004,0.0035,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.32,1.918,0.004,0.06,0.06,0.06,0.004,0.004,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.33,1.914,0.004,0.06,0.06,0.06,0.004,0.004,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.33,1.91,0.00425,0.06,0.06,0.06,0.0045,0.004,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.37,1.905,0.005,0.06,0.06,0.06,0.0055,0.0045,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.38,1.9,0.00575,0.06,0.06,0.06,0.006,0.0055,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.38,1.89,0.00675,0.06,0.06,0.06,0.007,0.0065,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.42,1.88,0.008,0.06,0.06,0.06,0.0085,0.0075,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.44,1.871,0.009,0.06,0.06,0.06,0.0095,0.0085,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.44,1.861,0.00975,0.06,0.06,0.06,0.0105,0.009,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.44,1.85,0.0105,0.06,0.06,0.06,0.0115,0.0095,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.44,1.84,0.0115,0.06,0.06,0.06,0.0135,0.0095,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.47,1.83,0.0115,0.06,0.06,0.06,0.013,0.01,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.47,1.819,0.01125,0.06,0.06,0.06,0.012,0.0105,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.52,1.807,0.012,0.06,0.06,0.06,0.0125,0.0115,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.54,1.795,0.01225,0.06,0.06,0.06,0.0125,0.012,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.55,1.783,0.0125,0.06,0.06,0.06,0.0125,0.0125,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.55,1.771,0.0125,0.06,0.06,0.06,0.0125,0.0125,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.63,1.758,0.01325,0.06,0.06,0.06,0.013,0.0135,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.63,1.745,0.0145,0.06,0.06,0.06,0.014,0.015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.65,1.733,0.01525,0.06,0.06,0.06,0.015,0.0155,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.69,1.723,0.016,0.06,0.06,0.06,0.0155,0.0165,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.71,1.712,0.01625,0.06,0.06,0.06,0.015,0.0175,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.71,1.701,0.01675,0.06,0.06,0.06,0.015,0.0185,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.74,1.692,0.0155,0.06,0.06,0.06,0.014,0.017,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.78,1.683,0.014,0.06,0.06,0.06,0.0135,0.0145,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.78,1.672,0.01175,0.06,0.06,0.06,0.0115,0.012,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.79,1.66,0.0095,0.06,0.06,0.06,0.0095,0.0095,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.84,1.646,0.01125,0.06,0.06,0.06,0.0115,0.011,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.87,1.633,0.0115,0.06,0.06,0.06,0.0115,0.0115,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.87,1.626,0.01175,0.06,0.06,0.06,0.0115,0.012,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.88,1.62,0.01225,0.06,0.06,0.06,0.012,0.0125,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.9,1.609,0.0135,0.06,0.06,0.06,0.0135,0.0135,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.91,1.598,0.01475,0.06,0.06,0.06,0.0145,0.015,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.92,1.588,0.0155,0.06,0.06,0.06,0.0155,0.0155,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.95,1.577,0.01625,0.06,0.06,0.06,0.016,0.0165,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.95,1.572,0.01675,0.06,0.06,0.06,0.0165,0.017,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.98,1.567,0.01725,0.06,0.06,0.06,0.017,0.0175,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.98,1.556,0.018,0.06,0.06,0.06,0.0175,0.0185,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.02,1.544,0.01775,0.06,0.06,0.06,0.0165,0.019,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.04,1.533,0.01725,0.06,0.06,0.06,0.0155,0.019,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.04,1.527,0.017,0.06,0.06,0.06,0.015,0.019,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.06,1.522,0.01675,0.06,0.06,0.06,0.0145,0.019,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.06,1.512,0.01575,0.06,0.06,0.06,0.0135,0.018,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.11,1.502,0.01475,0.06,0.06,0.06,0.013,0.0165,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.11,1.492,0.0135,0.06,0.06,0.06,0.013,0.014,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.12,1.484,0.01275,0.06,0.06,0.06,0.0125,0.013,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.14,1.479,0.0125,0.06,0.06,0.06,0.012,0.013,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.16,1.473,0.0125,0.06,0.06,0.06,0.012,0.013,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.2,1.45,0.013,0.06,0.06,0.06,0.012,0.014,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.2,1.426,0.012,0.06,0.06,0.06,0.0115,0.0125,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.27,1.402,0.013,0.06,0.06,0.06,0.0125,0.0135,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.32,1.377,0.014,0.06,0.06,0.06,0.0125,0.0155,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.32,1.353,0.015,0.06,0.06,0.06,0.012,0.018,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.4,1.33,0.01475,0.06,0.06,0.06,0.0115,0.018,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.4,1.308,0.0145,0.06,0.06,0.06,0.012,0.017,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.44,1.285,0.0155,0.06,0.06,0.06,0.014,0.017,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.52,1.261,0.01625,0.06,0.06,0.06,0.0155,0.017,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.56,1.238,0.01625,0.06,0.06,0.06,0.016,0.0165,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.56,1.214,0.016,0.06,0.06,0.06,0.016,0.016,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.64,1.19,0.016,0.06,0.06,0.06,0.016,0.016,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.6,1.184,0.01575,0.06,0.06,0.06,0.0155,0.016,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.68,1.166,0.017,0.06,0.06,0.06,0.017,0.017,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.71,1.141,0.01775,0.06,0.06,0.06,0.0175,0.018,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.76,1.117,0.018,0.06,0.06,0.06,0.017,0.019,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.78,1.092,0.0195,0.06,0.06,0.06,0.018,0.021,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.83,1.068,0.0205,0.06,0.06,0.06,0.0185,0.0225,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.88,1.043,0.021,0.06,0.06,0.06,0.018,0.024,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.92,1.019,0.0215,0.06,0.06,0.06,0.018,0.025,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.96,0.999,0.022,0.06,0.06,0.06,0.02,0.024,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-1.98,0.989,0.02225,0.06,0.06,0.06,0.0215,0.023,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-2.04,0.96,0.02425,0.06,0.06,0.06,0.025,0.0235,Nova Scotia,Nova Scotia,"Chezzetcook Inlet,
 Nova Scotia",-63.26,44.74
-0.06,2.01,5e-4,0.17,0.17,0.17,5e-4,5e-4,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.21,1.998,0.00375,0.17,0.17,0.17,0.004,0.0035,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.12,1.988,0.0035,0.17,0.17,0.17,0.0035,0.0035,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.21,1.981,0.00325,0.17,0.17,0.17,0.0035,0.003,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.18,1.976,0.00275,0.17,0.17,0.17,0.003,0.0025,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.23,1.969,0.00225,0.17,0.17,0.17,0.002,0.0025,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.18,1.966,0.002,0.17,0.17,0.17,0.0025,0.0015,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.25,1.96,0.0015,0.17,0.17,0.17,0.0015,0.0015,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.22,1.953,0.00325,0.17,0.17,0.17,0.0025,0.004,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.33,1.948,0.004,0.17,0.17,0.17,0.0035,0.0045,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.37,1.941,0.00475,0.18,0.18,0.18,0.0045,0.005,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.35,1.935,0.00525,0.17,0.17,0.17,0.005,0.0055,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.38,1.928,0.0055,0.17,0.17,0.17,0.005,0.006,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.35,1.92,0.00575,0.17,0.17,0.17,0.005,0.0065,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.33,1.904,0.00925,0.18,0.18,0.18,0.007,0.0115,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.36,1.894,0.01125,0.18,0.18,0.18,0.0095,0.013,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.34,1.886,0.01225,0.18,0.18,0.18,0.0115,0.013,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.38,1.876,0.0125,0.18,0.18,0.18,0.012,0.013,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.38,1.868,0.01275,0.18,0.18,0.18,0.0125,0.013,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.36,1.859,0.012,0.17,0.17,0.17,0.012,0.012,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.36,1.85,0.012,0.17,0.17,0.17,0.012,0.012,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.35,1.842,0.013,0.18,0.18,0.18,0.0135,0.0125,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.45,1.837,0.01375,0.17,0.17,0.17,0.0145,0.013,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.38,1.831,0.01375,0.19,0.19,0.19,0.0145,0.013,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.37,1.825,0.0135,0.19,0.19,0.19,0.0145,0.0125,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.42,1.82,0.0135,0.19,0.19,0.19,0.0145,0.0125,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.41,1.815,0.013,0.19,0.19,0.19,0.014,0.012,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.46,1.81,0.01275,0.18,0.18,0.18,0.0135,0.012,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.41,1.805,0.01225,0.19,0.19,0.19,0.013,0.0115,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.45,1.798,0.0115,0.19,0.19,0.19,0.0115,0.0115,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.4,1.793,0.01075,0.18,0.18,0.18,0.0105,0.011,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.46,1.788,0.01025,0.19,0.19,0.19,0.0095,0.011,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.41,1.784,0.0095,0.18,0.18,0.18,0.0085,0.0105,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.47,1.779,0.009,0.19,0.19,0.19,0.008,0.01,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.49,1.774,0.00825,0.19,0.19,0.19,0.0065,0.01,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.5,1.77,0.00775,0.19,0.19,0.19,0.006,0.0095,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.5,1.768,0.00725,0.19,0.19,0.19,0.0065,0.008,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.54,1.764,0.00675,0.19,0.19,0.19,0.0065,0.007,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.49,1.76,0.006,0.18,0.18,0.18,0.006,0.006,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.54,1.755,0.00525,0.19,0.19,0.19,0.005,0.0055,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.62,1.746,0.007,0.18,0.18,0.18,0.006,0.008,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
-0.59,1.739,0.00775,0.19,0.19,0.19,0.007,0.0085,Maine,Maine,"Sanborn Cove,
 Maine",-67.403,44.684
0.04,2.01,5e-4,0.08,0.08,0.08,5e-4,5e-4,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
0.04,2.007,0.00225,0.08,0.08,0.08,0.0015,0.003,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.04,2.004,0.00225,0.08,0.08,0.08,0.0015,0.003,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
