RSL,Age,Age_er_average,RSL_er_average,RSL_er_max,RSL_er_min,Age_er_max,Age_er_min,SiteName,Region,RegionSite,Longitude,Latitude
-0.75,1.259,0.038,0.04,0.04,0.04,0.03,0.046,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.71,1.239,0.04025,0.06,0.06,0.06,0.0315,0.049,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.72,1.217,0.0435,0.06,0.06,0.06,0.036,0.051,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.79,1.196,0.0445,0.05,0.05,0.05,0.0355,0.0535,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.81,1.17,0.0465,0.05,0.05,0.05,0.0335,0.0595,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.83,1.139,0.059,0.05,0.05,0.05,0.0325,0.0855,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.84,1.093,0.0775,0.05,0.05,0.05,0.039,0.116,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.83,1.045,0.09725,0.06,0.06,0.06,0.043,0.1515,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.89,0.943,0.10425,0.05,0.05,0.05,0.07,0.1385,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.9,0.787,0.09775,0.05,0.05,0.05,0.1035,0.092,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.9,0.634,0.11025,0.06,0.06,0.06,0.1405,0.08,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.92,0.523,0.0905,0.06,0.06,0.06,0.0875,0.0935,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.93,0.395,0.0825,0.06,0.06,0.06,0.0725,0.0925,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.93,0.255,0.099,0.08,0.08,0.08,0.0995,0.0985,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.99,0.096,0.075,0.06,0.06,0.06,0.0955,0.0545,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-0.96,0.039,0.06375,0.07,0.07,0.07,0.08,0.0475,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.07,-0.016,0.04975,0.05,0.05,0.05,0.0635,0.036,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.07,-0.068,0.045,0.05,0.05,0.05,0.05,0.04,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.09,-0.113,0.03175,0.05,0.05,0.05,0.029,0.0345,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.11,-0.154,0.0305,0.05,0.05,0.05,0.0335,0.0275,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.13,-0.197,0.0305,0.05,0.05,0.05,0.038,0.023,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.1,-0.22,0.02225,0.06,0.06,0.06,0.026,0.0185,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.16,-0.232,0.01625,0.06,0.06,0.06,0.013,0.0195,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.16,-0.242,0.01725,0.06,0.06,0.06,0.016,0.0185,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.21,-0.252,0.0185,0.05,0.05,0.05,0.017,0.02,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.23,-0.267,0.0205,0.05,0.05,0.05,0.019,0.022,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.27,-0.283,0.02275,0.04,0.04,0.04,0.0215,0.024,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.27,-0.298,0.0235,0.05,0.05,0.05,0.024,0.023,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.3,-0.311,0.02325,0.05,0.05,0.05,0.026,0.0205,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.29,-0.33,0.026,0.06,0.06,0.06,0.032,0.02,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.35,-0.354,0.02625,0.05,0.05,0.05,0.0365,0.016,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.34,-0.376,0.01975,0.05,0.05,0.05,0.029,0.0105,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.39,-0.397,0.0275,0.05,0.05,0.05,0.023,0.032,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.4,-0.432,0.02775,0.05,0.05,0.05,0.0175,0.038,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.41,-0.479,0.03825,0.05,0.05,0.05,0.033,0.0435,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.4,-0.525,0.04225,0.06,0.06,0.06,0.04,0.0445,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.34,-0.563,0.0495,0.07,0.07,0.07,0.037,0.062,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.46,-0.602,0.0515,0.05,0.05,0.05,0.033,0.07,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
-1.32,-0.634,0.05525,0.1,0.1,0.1,0.039,0.0715,"Placentia,
 Newfoundland",Newfoundland,"Placentia,
 Newfoundland",-53.96,47.235
0.04,2.01,5e-4,0.08,0.08,0.08,5e-4,5e-4,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
0.04,2.007,0.00225,0.08,0.08,0.08,0.0015,0.003,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.04,2.004,0.00225,0.08,0.08,0.08,0.0015,0.003,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
0.01,2.002,0.00225,0.08,0.08,0.08,0.0015,0.003,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.07,2,0.0025,0.08,0.08,0.08,0.0015,0.0035,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.01,1.997,0.003,0.08,0.08,0.08,0.002,0.004,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.11,1.994,0.003,0.08,0.08,0.08,0.002,0.004,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.06,1.99,0.0035,0.08,0.08,0.08,0.002,0.005,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.05,1.986,0.004,0.08,0.08,0.08,0.0025,0.0055,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.11,1.98,0.005,0.08,0.08,0.08,0.0035,0.0065,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.15,1.976,0.0055,0.08,0.08,0.08,0.0035,0.0075,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.16,1.969,0.00575,0.08,0.08,0.08,0.004,0.0075,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.16,1.964,0.006,0.08,0.08,0.08,0.004,0.008,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.2,1.958,0.0045,0.08,0.08,0.08,0.0035,0.0055,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.27,1.954,0.0015,0.08,0.08,0.08,0.001,0.002,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.19,1.95,0.0055,0.08,0.08,0.08,0.002,0.009,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.25,1.945,0.0075,0.08,0.08,0.08,0.003,0.012,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.29,1.935,0.014,0.08,0.08,0.08,0.006,0.022,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.29,1.925,0.01875,0.08,0.08,0.08,0.0085,0.029,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.33,1.907,0.02125,0.08,0.08,0.08,0.013,0.0295,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.23,1.888,0.02075,0.08,0.08,0.08,0.014,0.0275,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.33,1.868,0.01725,0.08,0.08,0.08,0.0115,0.023,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.27,1.848,0.0255,0.08,0.08,0.08,0.0165,0.0345,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.33,1.824,0.03075,0.08,0.08,0.08,0.024,0.0375,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.32,1.801,0.0345,0.08,0.08,0.08,0.031,0.038,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.37,1.792,0.035,0.08,0.08,0.08,0.0315,0.0385,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.37,1.787,0.0345,0.08,0.08,0.08,0.03,0.039,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.45,1.782,0.03375,0.08,0.08,0.08,0.0285,0.039,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.48,1.775,0.0335,0.08,0.08,0.08,0.0275,0.0395,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.49,1.769,0.033,0.08,0.08,0.08,0.0255,0.0405,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.45,1.762,0.034,0.08,0.08,0.08,0.0245,0.0435,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.57,1.755,0.03525,0.08,0.08,0.08,0.024,0.0465,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.58,1.748,0.03625,0.08,0.08,0.08,0.023,0.0495,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.57,1.741,0.038,0.08,0.08,0.08,0.0225,0.0535,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.58,1.732,0.03725,0.08,0.08,0.08,0.0215,0.053,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.6,1.722,0.036,0.08,0.08,0.08,0.0215,0.0505,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.59,1.711,0.03575,0.08,0.08,0.08,0.0225,0.049,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.63,1.699,0.03525,0.08,0.08,0.08,0.0235,0.047,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.59,1.688,0.034,0.08,0.08,0.08,0.0235,0.0445,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.64,1.676,0.036,0.08,0.08,0.08,0.0255,0.0465,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.64,1.662,0.03975,0.08,0.08,0.08,0.027,0.0525,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.67,1.647,0.042,0.08,0.08,0.08,0.029,0.055,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.67,1.632,0.04325,0.08,0.08,0.08,0.03,0.0565,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.69,1.616,0.046,0.08,0.08,0.08,0.033,0.059,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.7,1.599,0.0485,0.08,0.08,0.08,0.036,0.061,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.71,1.583,0.05,0.08,0.08,0.08,0.0385,0.0615,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.71,1.566,0.0505,0.08,0.08,0.08,0.0405,0.0605,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.72,1.553,0.05325,0.08,0.08,0.08,0.043,0.0635,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
